ULCS_NO,SCHOOL_YEAR,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
"7510","2013-2014","DISORDERLY CONDUCT",5,"751"
"8030","2013-2014","BURGLARY",3,"803"
"8090","2013-2014","THEFT",3,"809"
"8140","2013-2014","FIRE - INCENDIARY",3,"814"
"6450","2013-2014","TRESPASSING",0,"645"
"2190","2013-2014","TRESPASSING",0,"219"
"2210","2013-2014","TRESPASSING",0,"221"
"2320","2013-2014","BOMB SCARE",0,"232"
"2320","2013-2014","WEAPONS",1,"232"
"2410","2013-2014","ROBBERY",0,"241"
"2480","2013-2014","ROBBERY",0,"248"
"2490","2013-2014","TRESPASSING",0,"249"
"2520","2013-2014","BURGLARY",0,"252"
"2630","2013-2014","MORALS OFFENSES",0,"263"
"2640","2013-2014","DISORDERLY CONDUCT",11,"264"
"6540","2013-2014","SUICIDE",1,"654"
"7150","2013-2014","WEAPONS",1,"715"
"7320","2013-2014","DISORDERLY CONDUCT",1,"732"
"7330","2013-2014","FIRE - INCENDIARY",0,"733"
"7350","2013-2014","WEAPONS",0,"735"
"7380","2013-2014","FIRE - INCENDIARY",0,"738"
"7460","2013-2014","WEAPONS",0,"746"
"7510","2013-2014","ASSAULTS",1,"751"
"8020","2013-2014","TAKE OFF",0,"802"
"8120","2013-2014","TAKE OFF",0,"812"
"8140","2013-2014","TRESPASSING",1,"814"
"8160","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"816"
"8180","2013-2014","VANDALISM",1,"818"
"8270","2013-2014","ROBBERY",1,"827"
"2690","2013-2014","BULLYING",0,"269"
"8250","2013-2014","SUICIDE",0,"825"
"8340","2013-2014","THEFT",0,"834"
"8350","2013-2014","THEFT",0,"835"
"8370","2013-2014","MORALS OFFENSES",2,"837"
"8400","2013-2014","THREATS",0,"840"
"4020","2013-2014","THEFT",5,"402"
"4240","2013-2014","BOMB SCARE",0,"424"
"4370","2013-2014","TAKE OFF",0,"437"
"4460","2013-2014","THREATS",8,"446"
"4460","2013-2014","VANDALISM",0,"446"
"2340","2013-2014","BULLYING",0,"234"
"2340","2013-2014","SUICIDE",0,"234"
"2490","2013-2014","BULLYING",0,"249"
"2490","2013-2014","TAKE OFF",0,"249"
"2720","2013-2014","ASSAULTS",6,"272"
"8400","2013-2014","FIRE - INCENDIARY",0,"840"
"1050","2013-2014","FIRE - INCENDIARY",0,"105"
"1250","2013-2014","TAKE OFF",0,"125"
"1280","2013-2014","MORALS OFFENSES",0,"128"
"1300","2013-2014","BULLYING",0,"130"
"1380","2013-2014","ROBBERY",0,"138"
"1410","2013-2014","THREATS",3,"141"
"1440","2013-2014","THREATS",5,"144"
"4030","2013-2014","VANDALISM",0,"403"
"4100","2013-2014","THEFT",9,"410"
"4140","2013-2014","THREATS",9,"414"
"4370","2013-2014","THREATS",1,"437"
"4380","2013-2014","BOMB SCARE",0,"438"
"4560","2013-2014","THREATS",0,"456"
"5080","2013-2014","BULLYING",0,"508"
"4100","2013-2014","THREATS",3,"410"
"4140","2013-2014","WEAPONS",3,"414"
"4320","2013-2014","BOMB SCARE",0,"432"
"5080","2013-2014","BURGLARY",0,"508"
"5230","2013-2014","VANDALISM",3,"523"
"5300","2013-2014","BOMB SCARE",0,"530"
"5330","2013-2014","ASSAULTS",3,"533"
"5350","2013-2014","TAKE OFF",0,"535"
"5420","2013-2014","DISORDERLY CONDUCT",29,"542"
"5430","2013-2014","HARASSMENT",0,"543"
"5200","2013-2014","TRESPASSING",0,"520"
"5250","2013-2014","TRESPASSING",0,"525"
"5300","2013-2014","THEFT",1,"530"
"5390","2013-2014","DISORDERLY CONDUCT",4,"539"
"5470","2013-2014","VANDALISM",0,"547"
"5490","2013-2014","FIRE - INCENDIARY",0,"549"
"5490","2013-2014","TRESPASSING",0,"549"
"5550","2013-2014","SUICIDE",0,"555"
"6030","2013-2014","BULLYING",0,"603"
"6060","2013-2014","VANDALISM",5,"606"
"6070","2013-2014","HARASSMENT",0,"607"
"4140","2013-2014","VANDALISM",3,"414"
"4300","2013-2014","TRESPASSING",0,"430"
"4380","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"438"
"4470","2013-2014","ROBBERY",0,"447"
"4470","2013-2014","TRESPASSING",0,"447"
"4530","2013-2014","BURGLARY",0,"453"
"1020","2013-2014","BOMB SCARE",2,"102"
"1080","2013-2014","BURGLARY",0,"108"
"1230","2013-2014","TAKE OFF",0,"123"
"1250","2013-2014","THEFT",3,"125"
"1340","2013-2014","ASSAULTS",8,"134"
"1350","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"135"
"1350","2013-2014","WEAPONS",0,"135"
"1360","2013-2014","THREATS",0,"136"
"1470","2013-2014","ROBBERY",0,"147"
"4020","2013-2014","BULLYING",0,"402"
"4100","2013-2014","BURGLARY",2,"410"
"4140","2013-2014","DRUGS & ALCOHOL OFFENSE",6,"414"
"4240","2013-2014","TRESPASSING",0,"424"
"4270","2013-2014","VANDALISM",0,"427"
"4460","2013-2014","ASSAULTS",8,"446"
"4530","2013-2014","DISORDERLY CONDUCT",1,"453"
"5050","2013-2014","WEAPONS",0,"505"
"5250","2013-2014","DISORDERLY CONDUCT",18,"525"
"2160","2013-2014","TAKE OFF",0,"216"
"2290","2013-2014","HARASSMENT",0,"229"
"2370","2013-2014","DISORDERLY CONDUCT",32,"237"
"2480","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"248"
"6020","2013-2014","THREATS",0,"602"
"6200","2013-2014","THEFT",0,"620"
"6260","2013-2014","WEAPONS",1,"626"
"6320","2013-2014","FIRE - INCENDIARY",0,"632"
"6340","2013-2014","WEAPONS",1,"634"
"6380","2013-2014","BURGLARY",0,"638"
"6380","2013-2014","TAKE OFF",0,"638"
"6380","2013-2014","THEFT",1,"638"
"6430","2013-2014","ROBBERY",0,"643"
"6440","2013-2014","BURGLARY",0,"644"
"6450","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"645"
"7150","2013-2014","BURGLARY",0,"715"
"7150","2013-2014","VANDALISM",3,"715"
"7200","2013-2014","THEFT",0,"720"
"7260","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"726"
"7260","2013-2014","VANDALISM",1,"726"
"7270","2013-2014","THREATS",7,"727"
"5070","2013-2014","DISORDERLY CONDUCT",11,"507"
"5150","2013-2014","MORALS OFFENSES",1,"515"
"5150","2013-2014","SUICIDE",0,"515"
"5170","2013-2014","VANDALISM",4,"517"
"5210","2013-2014","BOMB SCARE",0,"521"
"5350","2013-2014","HARASSMENT",0,"535"
"5420","2013-2014","FIRE - INCENDIARY",0,"542"
"5450","2013-2014","BURGLARY",0,"545"
"5470","2013-2014","ROBBERY",0,"547"
"5470","2013-2014","THREATS",1,"547"
"5510","2013-2014","BULLYING",0,"551"
"5510","2013-2014","FIRE - INCENDIARY",0,"551"
"5530","2013-2014","THREATS",0,"553"
"5560","2013-2014","BULLYING",0,"556"
"5560","2013-2014","DISORDERLY CONDUCT",3,"556"
"6090","2013-2014","DISORDERLY CONDUCT",5,"609"
"6200","2013-2014","BOMB SCARE",0,"620"
"1080","2013-2014","TAKE OFF",0,"108"
"1130","2013-2014","DISORDERLY CONDUCT",6,"113"
"1260","2013-2014","BOMB SCARE",0,"126"
"1280","2013-2014","FIRE - INCENDIARY",0,"128"
"1280","2013-2014","TRESPASSING",0,"128"
"1290","2013-2014","FIRE - INCENDIARY",0,"129"
"2130","2013-2014","FIRE - INCENDIARY",0,"213"
"6250","2013-2014","HARASSMENT",0,"625"
"6250","2013-2014","VANDALISM",1,"625"
"6270","2013-2014","VANDALISM",0,"627"
"6300","2013-2014","WEAPONS",0,"630"
"6310","2013-2014","BURGLARY",0,"631"
"6320","2013-2014","ASSAULTS",0,"632"
"6540","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"654"
"7010","2013-2014","FIRE - INCENDIARY",0,"701"
"7100","2013-2014","TRESPASSING",0,"710"
"7290","2013-2014","WEAPONS",0,"729"
"7300","2013-2014","BOMB SCARE",0,"730"
"7320","2013-2014","THREATS",1,"732"
"7360","2013-2014","BOMB SCARE",0,"736"
"7390","2013-2014","ROBBERY",0,"739"
"7400","2013-2014","MORALS OFFENSES",4,"740"
"7470","2013-2014","ASSAULTS",0,"747"
"7530","2013-2014","ASSAULTS",1,"753"
"1010","2013-2014","TRESPASSING",1,"101"
"1060","2013-2014","HARASSMENT",0,"106"
"1080","2013-2014","ROBBERY",0,"108"
"1190","2013-2014","ASSAULTS",5,"119"
"1230","2013-2014","DISORDERLY CONDUCT",13,"123"
"1250","2013-2014","DISORDERLY CONDUCT",2,"125"
"1260","2013-2014","ROBBERY",0,"126"
"1300","2013-2014","BOMB SCARE",0,"130"
"1370","2013-2014","TAKE OFF",0,"137"
"1380","2013-2014","ASSAULTS",5,"138"
"1410","2013-2014","ASSAULTS",15,"141"
"1440","2013-2014","BULLYING",1,"144"
"1460","2013-2014","WEAPONS",0,"146"
"4300","2013-2014","ROBBERY",1,"430"
"4320","2013-2014","MORALS OFFENSES",1,"432"
"4440","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"444"
"4460","2013-2014","TRESPASSING",0,"446"
"4530","2013-2014","BULLYING",0,"453"
"5090","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"509"
"5150","2013-2014","BULLYING",0,"515"
"5250","2013-2014","MORALS OFFENSES",1,"525"
"5320","2013-2014","BOMB SCARE",0,"532"
"5340","2013-2014","THREATS",2,"534"
"5410","2013-2014","TAKE OFF",0,"541"
"5430","2013-2014","THEFT",1,"543"
"5450","2013-2014","THEFT",0,"545"
"1030","2013-2014","THEFT",26,"103"
"1060","2013-2014","MORALS OFFENSES",0,"106"
"1190","2013-2014","WEAPONS",4,"119"
"1260","2013-2014","TAKE OFF",0,"126"
"1400","2013-2014","BURGLARY",0,"140"
"1410","2013-2014","WEAPONS",3,"141"
"4100","2013-2014","TRESPASSING",3,"410"
"4220","2013-2014","TRESPASSING",0,"422"
"5090","2013-2014","ASSAULTS",4,"509"
"5160","2013-2014","VANDALISM",1,"516"
"5230","2013-2014","BOMB SCARE",0,"523"
"5260","2013-2014","FIRE - INCENDIARY",1,"526"
"5330","2013-2014","BURGLARY",1,"533"
"5390","2013-2014","VANDALISM",1,"539"
"5410","2013-2014","FIRE - INCENDIARY",0,"541"
"5440","2013-2014","THREATS",1,"544"
"2490","2013-2014","THREATS",1,"249"
"2670","2013-2014","FIRE - INCENDIARY",0,"267"
"2690","2013-2014","HARASSMENT",0,"269"
"2720","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"272"
"6310","2013-2014","SUICIDE",0,"631"
"6340","2013-2014","ROBBERY",0,"634"
"6350","2013-2014","FIRE - INCENDIARY",0,"635"
"7130","2013-2014","TAKE OFF",0,"713"
"7200","2013-2014","BOMB SCARE",0,"720"
"7270","2013-2014","ASSAULTS",6,"727"
"7300","2013-2014","BULLYING",0,"730"
"7320","2013-2014","WEAPONS",0,"732"
"7460","2013-2014","MORALS OFFENSES",0,"746"
"2090","2013-2014","MORALS OFFENSES",0,"209"
"2160","2013-2014","ASSAULTS",7,"216"
"2260","2013-2014","VANDALISM",2,"226"
"2370","2013-2014","BURGLARY",0,"237"
"2380","2013-2014","HARASSMENT",0,"238"
"2480","2013-2014","BOMB SCARE",0,"248"
"2510","2013-2014","BURGLARY",0,"251"
"2590","2013-2014","THREATS",6,"259"
"2720","2013-2014","FIRE - INCENDIARY",0,"272"
"8140","2013-2014","VANDALISM",9,"814"
"8200","2013-2014","ROBBERY",0,"820"
"8210","2013-2014","ASSAULTS",0,"821"
"8250","2013-2014","MORALS OFFENSES",0,"825"
"8270","2013-2014","WEAPONS",1,"827"
"8380","2013-2014","FIRE - INCENDIARY",0,"838"
"8440","2013-2014","ASSAULTS",2,"844"
"8440","2013-2014","BULLYING",4,"844"
"5530","2013-2014","BURGLARY",0,"553"
"5590","2013-2014","WEAPONS",3,"559"
"5680","2013-2014","MORALS OFFENSES",1,"568"
"6010","2013-2014","THREATS",2,"601"
"6020","2013-2014","MORALS OFFENSES",0,"602"
"6090","2013-2014","ASSAULTS",5,"609"
"6100","2013-2014","VANDALISM",3,"610"
"6220","2013-2014","THREATS",1,"622"
"6250","2013-2014","BULLYING",0,"625"
"6260","2013-2014","THEFT",2,"626"
"6380","2013-2014","HARASSMENT",2,"638"
"6410","2013-2014","VANDALISM",0,"641"
"6410","2013-2014","WEAPONS",0,"641"
"7120","2013-2014","FIRE - INCENDIARY",2,"712"
"7150","2013-2014","FIRE - INCENDIARY",0,"715"
"7150","2013-2014","MORALS OFFENSES",1,"715"
"7200","2013-2014","FIRE - INCENDIARY",0,"720"
"5480","2013-2014","FIRE - INCENDIARY",0,"548"
"2140","2013-2014","BOMB SCARE",0,"214"
"2390","2013-2014","HARASSMENT",0,"239"
"2540","2013-2014","TAKE OFF",0,"254"
"2670","2013-2014","THEFT",3,"267"
"2690","2013-2014","ROBBERY",0,"269"
"1470","2013-2014","TRESPASSING",0,"147"
"5520","2013-2014","WEAPONS",5,"552"
"5680","2013-2014","BOMB SCARE",0,"568"
"6070","2013-2014","MORALS OFFENSES",0,"607"
"6230","2013-2014","WEAPONS",2,"623"
"6270","2013-2014","MORALS OFFENSES",1,"627"
"6470","2013-2014","THEFT",1,"647"
"7010","2013-2014","BOMB SCARE",0,"701"
"7100","2013-2014","ASSAULTS",11,"710"
"7110","2013-2014","THREATS",20,"711"
"7130","2013-2014","BULLYING",0,"713"
"8030","2013-2014","FIRE - INCENDIARY",2,"803"
"8030","2013-2014","MORALS OFFENSES",5,"803"
"4060","2013-2014","SUICIDE",0,"406"
"4060","2013-2014","THEFT",3,"406"
"4280","2013-2014","WEAPONS",2,"428"
"8090","2013-2014","SUICIDE",0,"809"
"8160","2013-2014","ROBBERY",0,"816"
"8200","2013-2014","WEAPONS",0,"820"
"8240","2013-2014","WEAPONS",4,"824"
"8250","2013-2014","ROBBERY",0,"825"
"8320","2013-2014","TRESPASSING",0,"832"
"8380","2013-2014","MORALS OFFENSES",2,"838"
"7270","2013-2014","THEFT",1,"727"
"2010","2013-2014","BURGLARY",0,"201"
"2130","2013-2014","HARASSMENT",0,"213"
"2160","2013-2014","DRUGS & ALCOHOL OFFENSE",5,"216"
"2290","2013-2014","FIRE - INCENDIARY",0,"229"
"2340","2013-2014","TAKE OFF",0,"234"
"2370","2013-2014","ASSAULTS",14,"237"
"2370","2013-2014","THREATS",8,"237"
"2450","2013-2014","ROBBERY",0,"245"
"2630","2013-2014","HARASSMENT",0,"263"
"2640","2013-2014","THEFT",0,"264"
"2690","2013-2014","ASSAULTS",3,"269"
"7320","2013-2014","BURGLARY",0,"732"
"7400","2013-2014","HARASSMENT",0,"740"
"7440","2013-2014","BOMB SCARE",0,"744"
"7440","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"744"
"7500","2013-2014","TRESPASSING",0,"750"
"7530","2013-2014","TAKE OFF",0,"753"
"8140","2013-2014","WEAPONS",3,"814"
"8230","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"823"
"8240","2013-2014","TRESPASSING",0,"824"
"8340","2013-2014","VANDALISM",5,"834"
"8390","2013-2014","TAKE OFF",0,"839"
"8400","2013-2014","TRESPASSING",0,"840"
"8400","2013-2014","VANDALISM",0,"840"
"8440","2013-2014","THREATS",2,"844"
"7130","2013-2014","MORALS OFFENSES",3,"713"
"7200","2013-2014","HARASSMENT",0,"720"
"5470","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"547"
"5490","2013-2014","THEFT",0,"549"
"5600","2013-2014","VANDALISM",1,"560"
"6040","2013-2014","ASSAULTS",0,"604"
"6100","2013-2014","BOMB SCARE",0,"610"
"6410","2013-2014","ASSAULTS",1,"641"
"6410","2013-2014","BULLYING",0,"641"
"6470","2013-2014","VANDALISM",0,"647"
"7010","2013-2014","SUICIDE",0,"701"
"7100","2013-2014","THEFT",4,"710"
"7130","2013-2014","SUICIDE",0,"713"
"7430","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"743"
"8010","2013-2014","DISORDERLY CONDUCT",35,"801"
"8030","2013-2014","WEAPONS",9,"803"
"8040","2013-2014","DISORDERLY CONDUCT",1,"804"
"8230","2013-2014","THEFT",0,"823"
"8230","2013-2014","TRESPASSING",0,"823"
"8250","2013-2014","TAKE OFF",0,"825"
"8250","2013-2014","WEAPONS",2,"825"
"8420","2013-2014","BOMB SCARE",0,"842"
"8420","2013-2014","THREATS",0,"842"
"8430","2013-2014","SUICIDE",1,"843"
"5020","2013-2014","ASSAULTS",26,"502"
"5070","2013-2014","FIRE - INCENDIARY",0,"507"
"5070","2013-2014","TAKE OFF",0,"507"
"5200","2013-2014","BURGLARY",0,"520"
"5200","2013-2014","THREATS",4,"520"
"5210","2013-2014","MORALS OFFENSES",0,"521"
"5250","2013-2014","BOMB SCARE",0,"525"
"5250","2013-2014","TAKE OFF",0,"525"
"5300","2013-2014","SUICIDE",0,"530"
"5430","2013-2014","MORALS OFFENSES",0,"543"
"5440","2013-2014","WEAPONS",2,"544"
"5450","2013-2014","ROBBERY",0,"545"
"5500","2013-2014","SUICIDE",0,"550"
"5520","2013-2014","HARASSMENT",1,"552"
"5590","2013-2014","ASSAULTS",8,"559"
"1010","2013-2014","DRUGS & ALCOHOL OFFENSE",6,"101"
"1260","2013-2014","SUICIDE",0,"126"
"1290","2013-2014","BULLYING",0,"129"
"1330","2013-2014","THEFT",1,"133"
"1350","2013-2014","ROBBERY",0,"135"
"1370","2013-2014","WEAPONS",2,"137"
"1410","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"141"
"1490","2013-2014","DISORDERLY CONDUCT",32,"149"
"2010","2013-2014","WEAPONS",3,"201"
